   |          0 |          1 |          2 |          3 |          4 |          5 |          6 |          7 |          8 |          9 |         10 |         11 |         12 |         13 |         14 |         15 |         16 |         17 |         18 |         19 |         20 |         21 |         22 |         23 |         24 |         25 |         26 |         27 |         28 |         29 |         30 |         31 |         32 |         33 |         34 |         35 |         36 |         37 |         38 |         39 |         40 |         41 |         42 |         43 |         44 |         45 |         46 |         47 |         48 |         49 |         50 |         51 |         52 |         53 |         54 |         55 |         56 |         57 |         58 |         59 |         60 |         61 |         62 |         63 |         64 |         65 |         66 |         67 |         68 |         69 |         70 |
 9 |  1.315e-81 |  2.869e-79 |   1.39e-79 |  2.853e-82 |  2.661e-79 |  2.898e-79 |  1.432e-79 |  7.356e-80 |  1.285e-82 |  4.021e-79 |  3.522e-79 |    3.1e-79 |  9.887e-80 |  4.674e-80 |  1.158e-82 |  2.699e-79 |  3.888e-79 |  3.368e-79 |  2.468e-79 |  1.186e-79 |  2.957e-80 |  2.658e-82 |  2.314e-79 |  4.128e-79 |  3.627e-79 |  3.476e-79 |  1.936e-79 |  1.175e-79 |   4.86e-80 |  5.935e-82 |  1.907e-79 |  3.168e-79 |  3.899e-79 |  3.898e-79 |  2.235e-79 |  1.363e-79 |  1.204e-79 |   5.85e-80 |  7.566e-82 |  2.038e-79 |  3.754e-79 |  4.217e-79 |  3.054e-79 |  1.218e-79 |  1.689e-79 |  7.864e-80 |  4.898e-80 |  8.889e-82 |  1.905e-79 |  2.433e-79 |  3.172e-79 |  3.132e-79 |  2.326e-79 |  1.457e-79 |  1.961e-79 |  1.368e-79 |   7.71e-80 |  1.305e-81 |  1.402e-79 |  2.473e-79 |  1.436e-79 |  1.443e-79 |  1.843e-79 |  1.414e-79 |  4.601e-81 |  1.347e-79 |  1.191e-79 |  1.671e-79 |  2.262e-79 |  2.204e-79 |  1.154e-80 |
10 |   3.41e-81 |  3.454e-79 |  8.153e-79 |  1.118e-81 |  4.928e-79 |  8.301e-79 |   6.06e-79 |  2.747e-79 |  4.902e-82 |  3.522e-79 |  1.487e-78 |  7.735e-79 |  4.799e-79 |  1.652e-79 |  5.469e-82 |  4.877e-79 |  8.091e-79 |  9.011e-79 |  8.957e-79 |  4.233e-79 |  1.137e-79 |  1.015e-81 |  3.756e-79 |  9.308e-79 |  8.502e-79 |  1.036e-78 |  7.977e-79 |  3.637e-79 |  1.956e-79 |  1.983e-81 |  2.731e-79 |  7.311e-79 |  8.772e-79 |  1.061e-78 |  7.178e-79 |   5.05e-79 |  3.718e-79 |  1.701e-79 |  2.418e-81 |  3.691e-79 |  9.121e-79 |  1.036e-78 |  8.707e-79 |  5.245e-79 |  5.007e-79 |  2.412e-79 |  1.449e-79 |  2.723e-81 |  3.107e-79 |  5.649e-79 |  7.489e-79 |  8.724e-79 |  6.882e-79 |  4.426e-79 |  5.412e-79 |  4.056e-79 |  2.038e-79 |  4.052e-81 |  2.568e-79 |   6.92e-79 |  4.313e-79 |  4.065e-79 |  4.762e-79 |  4.007e-79 |  1.362e-80 |  2.845e-79 |  3.158e-79 |   4.47e-79 |   5.73e-79 |  6.346e-79 |  3.356e-80 |
11 |  4.229e-81 |  1.993e-79 |  7.774e-79 |   1.28e-81 |  3.275e-79 |  8.614e-79 |  6.715e-79 |   3.77e-79 |  4.873e-82 |    3.1e-79 |  7.735e-79 |  1.796e-78 |  3.589e-79 |  1.794e-79 |  6.648e-82 |  3.259e-79 |  8.305e-79 |  8.381e-79 |  1.183e-78 |  4.405e-79 |  1.528e-79 |  1.139e-81 |  2.688e-79 |  8.218e-79 |  8.542e-79 |  1.247e-78 |  9.055e-79 |   3.92e-79 |  2.323e-79 |  2.177e-81 |  1.791e-79 |  6.465e-79 |  9.028e-79 |  1.116e-78 |  9.082e-79 |  6.068e-79 |  4.243e-79 |  1.952e-79 |  2.891e-81 |  2.998e-79 |  8.819e-79 |  1.048e-78 |  1.024e-78 |  6.289e-79 |  5.472e-79 |  3.009e-79 |  1.561e-79 |  3.179e-81 |    2.4e-79 |  5.769e-79 |  7.604e-79 |  9.941e-79 |  8.141e-79 |  5.168e-79 |  5.962e-79 |  4.432e-79 |  2.263e-79 |  4.599e-81 |  2.094e-79 |  7.606e-79 |  4.959e-79 |  4.286e-79 |  5.518e-79 |  4.526e-79 |  1.547e-80 |  2.692e-79 |  3.288e-79 |  4.944e-79 |  6.374e-79 |  7.096e-79 |  3.755e-80 |
12 |  1.934e-81 |  2.527e-79 |  3.037e-79 |  8.741e-82 |  1.699e-79 |  3.826e-79 |  3.768e-79 |  3.087e-79 |  5.793e-82 |  9.887e-80 |  4.799e-79 |  3.589e-79 |  9.923e-79 |  1.065e-79 |  4.293e-82 |  1.306e-79 |  3.596e-79 |  5.091e-79 |   6.44e-79 |  5.149e-79 |  9.059e-80 |  6.124e-82 |   1.21e-79 |  3.518e-79 |  3.869e-79 |  7.391e-79 |  6.424e-79 |  3.455e-79 |  1.468e-79 |  1.299e-81 |  7.546e-80 |  3.151e-79 |  4.023e-79 |  6.223e-79 |  4.721e-79 |  4.268e-79 |  2.639e-79 |  1.076e-79 |  1.571e-81 |  1.263e-79 |  4.201e-79 |  5.295e-79 |   4.77e-79 |  4.204e-79 |  3.204e-79 |  1.718e-79 |  8.753e-80 |  1.624e-81 |  1.207e-79 |  2.388e-79 |   4.49e-79 |  4.567e-79 |  3.913e-79 |   2.75e-79 |  3.387e-79 |  2.095e-79 |  1.307e-79 |  2.168e-81 |  8.557e-80 |  3.731e-79 |  2.769e-79 |  2.188e-79 |  2.726e-79 |  2.212e-79 |  8.613e-81 |  1.354e-79 |  1.863e-79 |  2.362e-79 |  3.219e-79 |  3.316e-79 |  2.006e-80 |
13 |  8.131e-82 |  1.028e-79 |  1.163e-79 |  2.786e-82 |   5.46e-80 |  1.653e-79 |  8.468e-80 |  1.536e-79 |  3.025e-82 |  4.674e-80 |  1.652e-79 |  1.794e-79 |  1.065e-79 |  2.241e-79 | -3.615e-83 |  3.402e-80 |   1.34e-79 |  1.552e-79 |  2.236e-79 |  3.224e-79 |  4.055e-80 |  1.551e-82 |  4.162e-80 |  1.385e-79 |  1.321e-79 |  2.072e-79 |   3.44e-79 |  2.068e-79 |  6.061e-80 |   4.27e-82 |  2.343e-80 |  1.047e-79 |  1.505e-79 |  2.191e-79 |  1.711e-79 |  2.158e-79 |  1.101e-79 |  3.338e-80 |  5.849e-82 |  3.899e-80 |  1.626e-79 |  1.886e-79 |  1.864e-79 |  1.561e-79 |  1.239e-79 |  6.036e-80 |  3.377e-80 |  5.544e-82 |  3.833e-80 |  8.308e-80 |  1.484e-79 |  2.103e-79 |  1.561e-79 |  9.791e-80 |  1.276e-79 |  7.583e-80 |  5.012e-80 |  7.021e-82 |  3.052e-80 |  1.185e-79 |  9.211e-80 |  8.212e-80 |  9.577e-80 |  8.933e-80 |  2.833e-81 |  6.029e-80 |  7.328e-80 |  9.009e-80 |  1.148e-79 |  1.301e-79 |  6.749e-81 |
14 |  2.543e-84 |  2.143e-82 |  4.238e-82 |  9.204e-85 |  1.565e-82 |  4.831e-82 |  4.781e-82 |  2.052e-82 |  3.756e-85 |  1.158e-82 |  5.469e-82 |  6.648e-82 |  4.293e-82 | -3.615e-83 |  2.214e-84 |  1.506e-82 |   4.69e-82 |  5.691e-82 |   7.42e-82 |  2.322e-82 |   1.29e-82 |  9.902e-85 |  1.478e-82 |  4.646e-82 |  4.848e-82 |   7.93e-82 |  5.531e-82 |  2.511e-82 |  1.866e-82 |  1.695e-84 |  9.071e-83 |  3.791e-82 |  5.322e-82 |  6.714e-82 |  5.924e-82 |  3.869e-82 |  2.988e-82 |  1.395e-82 |  2.265e-84 |   1.36e-82 |   6.05e-82 |  6.533e-82 |  6.666e-82 |  4.851e-82 |  3.719e-82 |  1.938e-82 |  1.104e-82 |   2.49e-84 |   1.36e-82 |    3.2e-82 |  5.411e-82 |  6.393e-82 |  5.539e-82 |  3.411e-82 |   3.93e-82 |  2.951e-82 |  1.624e-82 |  3.404e-84 |  1.111e-82 |  4.858e-82 |  3.944e-82 |   3.07e-82 |  3.648e-82 |  2.859e-82 |  1.198e-83 |  1.793e-82 |  2.331e-82 |   3.49e-82 |  3.508e-82 |  4.601e-82 |  2.755e-83 |
15 |  1.513e-81 |  1.668e-79 |  2.447e-79 |  4.772e-82 |  3.362e-79 |  3.301e-79 |  2.066e-79 |  5.431e-80 |  1.497e-82 |  2.699e-79 |  4.877e-79 |  3.259e-79 |  1.306e-79 |  3.402e-80 |  1.506e-82 |   4.97e-79 |  3.651e-79 |  3.921e-79 |   2.51e-79 |  1.199e-79 |  2.296e-80 |  3.633e-82 |  2.485e-79 |  4.909e-79 |  4.043e-79 |  3.924e-79 |  2.027e-79 |  1.237e-79 |   4.64e-80 |  6.722e-82 |   2.36e-79 |  3.627e-79 |   4.33e-79 |  4.381e-79 |  2.268e-79 |   1.38e-79 |  1.306e-79 |  6.523e-80 |  8.114e-82 |   2.45e-79 |  4.288e-79 |  4.878e-79 |  3.096e-79 |  1.295e-79 |  1.872e-79 |  9.148e-80 |  5.134e-80 |  1.007e-81 |  2.193e-79 |  2.916e-79 |  3.546e-79 |  3.256e-79 |  2.498e-79 |  1.532e-79 |  2.151e-79 |  1.651e-79 |  8.035e-80 |  1.474e-81 |  1.764e-79 |   2.83e-79 |  1.696e-79 |  1.724e-79 |  1.969e-79 |  1.618e-79 |  5.201e-81 |  1.548e-79 |  1.308e-79 |  1.888e-79 |  2.711e-79 |  2.376e-79 |   1.36e-80 |
16 |  3.144e-81 |  3.467e-79 |  5.618e-79 |  9.293e-82 |  4.286e-79 |  7.429e-79 |  4.718e-79 |  2.226e-79 |  3.606e-82 |  3.888e-79 |  8.091e-79 |  8.305e-79 |  3.596e-79 |   1.34e-79 |   4.69e-82 |  3.651e-79 |  1.255e-78 |   5.64e-79 |   7.81e-79 |  3.373e-79 |  1.051e-79 |  7.823e-82 |  3.379e-79 |  7.388e-79 |  7.554e-79 |  9.427e-79 |   5.71e-79 |  3.271e-79 |  1.582e-79 |  1.642e-81 |  2.618e-79 |  6.039e-79 |  8.098e-79 |  9.187e-79 |  6.331e-79 |  4.296e-79 |  3.138e-79 |  1.521e-79 |  2.031e-81 |  3.194e-79 |   7.94e-79 |  8.691e-79 |  7.574e-79 |  4.602e-79 |  4.055e-79 |  2.138e-79 |  1.231e-79 |  2.295e-81 |  2.784e-79 |  5.155e-79 |  6.689e-79 |  7.602e-79 |  5.646e-79 |  3.759e-79 |  4.646e-79 |  3.548e-79 |  1.743e-79 |  3.296e-81 |  2.263e-79 |  5.898e-79 |  3.642e-79 |  3.384e-79 |  4.322e-79 |  3.426e-79 |   1.16e-80 |   2.45e-79 |  2.749e-79 |  3.975e-79 |  4.874e-79 |  5.457e-79 |  2.812e-80 |
17 |  3.301e-81 |  3.579e-79 |  5.655e-79 |  9.586e-82 |  3.954e-79 |  6.989e-79 |  5.625e-79 |  2.997e-79 |  5.002e-82 |  3.368e-79 |  9.011e-79 |  8.381e-79 |  5.091e-79 |  1.552e-79 |  5.691e-82 |  3.921e-79 |   5.64e-79 |  1.568e-78 |  6.365e-79 |  4.387e-79 |  1.298e-79 |   9.98e-82 |  3.171e-79 |  8.001e-79 |   7.08e-79 |  1.044e-78 |  7.726e-79 |  3.807e-79 |  1.995e-79 |  1.881e-81 |  2.221e-79 |  6.456e-79 |   8.32e-79 |  1.041e-78 |  7.197e-79 |  5.094e-79 |  3.747e-79 |  1.652e-79 |  2.432e-81 |  3.211e-79 |  8.514e-79 |  1.015e-78 |  8.521e-79 |  5.534e-79 |  4.802e-79 |  2.625e-79 |  1.339e-79 |  2.751e-81 |  2.705e-79 |  5.208e-79 |  6.824e-79 |  8.605e-79 |  7.356e-79 |  4.403e-79 |   5.37e-79 |  3.866e-79 |   2.05e-79 |  4.055e-81 |  2.357e-79 |    6.7e-79 |  4.404e-79 |  3.991e-79 |  4.685e-79 |  4.105e-79 |   1.33e-80 |  2.705e-79 |  3.299e-79 |  4.562e-79 |   5.71e-79 |  6.364e-79 |  3.294e-80 |
18 |  3.865e-81 |  4.109e-79 |   6.58e-79 |  1.271e-81 |  3.162e-79 |  8.219e-79 |  6.962e-79 |  4.913e-79 |  5.675e-82 |  2.468e-79 |  8.957e-79 |  1.183e-78 |   6.44e-79 |  2.236e-79 |   7.42e-82 |   2.51e-79 |   7.81e-79 |  6.365e-79 |  2.183e-78 |  2.901e-79 |  1.988e-79 |  1.192e-81 |  2.378e-79 |  7.433e-79 |   8.56e-79 |  1.252e-78 |  1.087e-78 |  4.332e-79 |   2.61e-79 |  2.358e-81 |  1.304e-79 |  6.457e-79 |  8.636e-79 |  1.206e-78 |   9.62e-79 |  6.927e-79 |   4.47e-79 |  2.075e-79 |   2.95e-81 |  2.603e-79 |  8.956e-79 |  1.068e-78 |  1.094e-78 |  7.146e-79 |  5.733e-79 |  3.152e-79 |  1.659e-79 |  3.367e-81 |  2.121e-79 |  5.398e-79 |  8.129e-79 |  1.046e-78 |  8.159e-79 |  5.572e-79 |  6.176e-79 |  4.763e-79 |  2.356e-79 |  4.839e-81 |  1.881e-79 |  8.153e-79 |  5.191e-79 |  4.516e-79 |  5.552e-79 |  4.756e-79 |  1.636e-80 |   2.73e-79 |  3.779e-79 |  5.079e-79 |  6.613e-79 |  7.312e-79 |  4.067e-80 |
19 |  1.698e-81 |  1.897e-79 |  2.884e-79 |  6.993e-82 |   1.37e-79 |  3.788e-79 |  2.266e-79 |  3.495e-79 |  7.366e-82 |  1.186e-79 |  4.233e-79 |  4.405e-79 |  5.149e-79 |  3.224e-79 |  2.322e-82 |  1.199e-79 |  3.373e-79 |  4.387e-79 |  2.901e-79 |  1.171e-78 |  2.371e-80 |  4.475e-82 |  1.172e-79 |  3.377e-79 |  3.599e-79 |   5.57e-79 |  7.565e-79 |  5.288e-79 |  1.492e-79 |  1.018e-81 |  7.692e-80 |  2.869e-79 |  3.634e-79 |  5.429e-79 |   3.97e-79 |  4.998e-79 |  2.827e-79 |  8.787e-80 |  1.352e-81 |  1.119e-79 |  4.199e-79 |  4.561e-79 |  4.488e-79 |  3.619e-79 |  3.055e-79 |  1.417e-79 |   8.62e-80 |   1.31e-81 |  1.297e-79 |  1.829e-79 |  4.278e-79 |  4.812e-79 |  3.761e-79 |  2.445e-79 |   3.13e-79 |  1.805e-79 |  1.188e-79 |  1.788e-81 |  8.342e-80 |  3.082e-79 |  2.372e-79 |  2.009e-79 |   2.38e-79 |  2.039e-79 |   7.21e-81 |  1.326e-79 |  1.687e-79 |  2.198e-79 |  2.864e-79 |  2.941e-79 |  1.695e-80 |
